,State,District,Crop,Area (Hectare),TotalDistrictArea,TopTwoCropArea,TopTwoCropAreaPercent
596,Uttar Pradesh, RAE BARELI,Urad,10636.0,113611.0,91412.0,0.8046051878779343
597,Uttar Pradesh, RAMPUR,Rice,140906.0,170895.0,165549.0,0.968717633634688
598,Uttar Pradesh, RAMPUR,Sugarcane,24643.0,170895.0,165549.0,0.968717633634688
599,Uttar Pradesh, SAHARANPUR,Sugarcane,142703.0,209055.0,197533.0,0.9448853172610079
600,Uttar Pradesh, SAHARANPUR,Rice,54830.0,209055.0,197533.0,0.9448853172610079
601,Uttar Pradesh, SANT KABEER NAGAR,Rice,90035.0,99725.0,93912.0,0.941709701679619
602,Uttar Pradesh, SANT KABEER NAGAR,Sugarcane,3877.0,99725.0,93912.0,0.941709701679619
603,Uttar Pradesh, SANT RAVIDAS NAGAR,Rice,22116.0,39328.0,31513.0,0.8012866151342555
604,Uttar Pradesh, SANT RAVIDAS NAGAR,Bajra,9397.0,39328.0,31513.0,0.8012866151342555
605,Uttar Pradesh, SHAHJAHANPUR,Rice,211075.0,284996.0,256654.0,0.9005529902174065
606,Uttar Pradesh, SHAHJAHANPUR,Sugarcane,45579.0,284996.0,256654.0,0.9005529902174065
607,Uttar Pradesh, SHRAVASTI,Rice,71137.0,97965.0,87277.0,0.8908998111570459
608,Uttar Pradesh, SHRAVASTI,Maize,16140.0,97965.0,87277.0,0.8908998111570459
609,Uttar Pradesh, SIDDHARTH NAGAR,Rice,175157.0,180339.0,177500.0,0.9842574262915953
610,Uttar Pradesh, SIDDHARTH NAGAR,Sugarcane,2343.0,180339.0,177500.0,0.9842574262915953
611,Uttar Pradesh, SITAPUR,Rice,156947.0,322315.0,277214.0,0.8600716690194375
612,Uttar Pradesh, SITAPUR,Sugarcane,120267.0,322315.0,277214.0,0.8600716690194375
613,Uttar Pradesh, SONBHADRA,Rice,27442.0,69035.0,40797.0,0.5909611066850149
614,Uttar Pradesh, SONBHADRA,Maize,13355.0,69035.0,40797.0,0.5909611066850149
615,Uttar Pradesh, SULTANPUR,Rice,90048.0,122433.0,100188.0,0.8183087892970032
616,Uttar Pradesh, SULTANPUR,Sugarcane,10140.0,122433.0,100188.0,0.8183087892970032
617,Uttar Pradesh, UNNAO,Rice,81000.0,163040.0,109135.0,0.669375613346418
618,Uttar Pradesh, UNNAO,Maize,28135.0,163040.0,109135.0,0.669375613346418
619,Uttar Pradesh, VARANASI,Rice,42021.0,64753.0,47647.0,0.7358269114944481
620,Uttar Pradesh, VARANASI,Bajra,5626.0,64753.0,47647.0,0.7358269114944481
